wallet,deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,deposit_amount,borrow_amount,repay_amount,redeem_amount,repayment_ratio,liquidation_ratio,activity_score,lifetime_days,score
0x00850f22f6d422d8987f796a9f23fd9e45bda47e,2,0,0,0,0,2.018583,0.0,0.0,0.0,0.0,0.0,0.02,7.003240740740741,504.0
0x00861fefcfef0a542b0a6c90ce1ee575e257a6c7,38,10,6,12,0,1759441521976696.2,1080336332089335.0,1080947768130745.1,1081281444991370.0,1.0,0.0,0.66,98.71385416666666,1000.0
0x00868d173cf4463514ce9cc871f06edb1f3b16c4,0,0,0,4,0,0.0,0.0,0.0,942481730064956.9,0.0,0.0,0.04,0.30030092592592594,408.0
0x0086bf55d1e7225d1faf4f17ccd48983b0146cc6,11,6,2,3,0,1.076906820453316e+16,4002089660756581.0,1431.7783080000002,1096426912261.319,3.5775767895448086e-13,0.0,0.22,8.748900462962963,529.72
0x0087899a5bf67ca95147d3ad6b76907288972055,1,0,0,0,0,104100000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0088092651027c8566be1011c29f3a71eebe5efe,3,0,0,4,0,3908079703743749.5,0.0,0.0,3930624632872404.0,0.0,0.0,0.07,69.46754629629629,714.0
0x0088b7a2ee442d30dc18b5fe9e3227af18120b02,1,1,0,0,0,25000000000.0,0.015511,0.0,0.0,0.0,0.0,0.02,0.0008333333333333334,354.0
0x0088ed232bae631195655bb31da1ee5a61ebd5ab,1,0,0,0,0,1.179479,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0089b988ca94bf62cd88a5af10e5cfc9432ef568,1,0,0,0,0,547287482.996661,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0089ca86f688fd3c2efaf737a28f52b0ce1ef380,1,0,0,0,0,1.108107,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008a34511b9808c41237d7568e409141ab10796b,28,3,6,1,0,2182103242560080.0,650000000002000.0,1024.137425,70000000000000.0,1.5755960384566903e-12,0.0,0.38,78.36677083333333,1000.0
0x008a5ff6e91ba1eef94655853c3690d15d1153bc,1,0,0,0,0,102400000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008a86b4dbbe4fe8a7f2145cdc676ffff95bdf23,1,0,0,0,0,4116237323.218729,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008ae504ac6c0c89d32009c02b3a92e57fec188b,8,7,2,0,0,230136580932252.12,134.43,33.126739,0.0,0.24642370567266453,0.0,0.17,42.069085648148146,508.28
0x008af94ec70860b667caec3a2e2de07597db90c6,21,4,4,10,0,4828300463692114.0,542000000002750.0,543010691540885.5,4812644599963480.0,1.0,0.0,0.39,79.09844907407407,1000.0
0x008b1ffe244bf31896c833bff4ad9009e7a0f4eb,20,11,2,4,0,5.361241819769672e+17,4.420611935728475e+17,81227.891423,1.2396964565240978e+16,1.837480706381308e-13,0.0,0.37,53.94310185185185,559.65
0x008b24d362ca3f7dd93ab9902927eb3af50216d1,1,0,0,0,0,3813228000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008b61e1a118db01bc5e253da985c5f11fe04b4b,1,1,0,0,0,34900000000000.0,16.0,0.0,0.0,0.0,0.0,0.02,0.0010879629629629629,354.0
0x008bddb9cca2d92deee55a50d0f358eaf4b7f076,9,5,2,8,0,7400485457.516686,211.0,111.05439,373.042644,0.5263241207283217,0.0,0.24,48.99868055555555,636.6
0x008bf5ef7e1b1170f0f7471b93f62b5cac55316f,1,0,0,0,0,24829100033397.875,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008c2b6e55284a2ea09c62d50a7da4c7c151dec9,1,0,0,0,0,5463857079084793.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008c3eb2cfd1f9ab110485c75fea549926f28b47,0,0,0,2,0,0.0,0.0,0.0,53555757411.17737,0.0,0.0,0.02,0.0,404.0
0x008c9ce69f80e890d3fb27d9d6c94c570a53889c,1,0,0,0,0,1.109003,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008d2d57867efeba246e3bd8034ceb8c8f596950,2,0,0,0,0,2.845929,0.0,0.0,0.0,0.0,0.0,0.02,11.808854166666666,504.0
0x008d399b5936b8fc3d6ce86ad53ac001217e3978,4,2,1,2,0,140489914659733.25,37359296880246.234,44.11842,75489964940840.31,1.1809221180318214e-12,0.0,0.09,6.175682870370371,538.4
0x008dfd01cba93125fc08f41e86cfa02b2d203005,1,0,0,1,0,9141.630834,0.0,0.0,9141.63,0.0,0.0,0.02,0.0004166666666666667,504.0
0x008e2fd504a73089ccd6fc0584665905f411ca3b,1,0,0,0,0,94400000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x008f1edc31890f9c66d4b9cf24c78dd651502274,24,8,4,9,0,186925908475486.1,55000000000087.9,55039707321384.74,196998658376756.4,1.0,0.0,0.45,14.675335648148149,1000.0
0x008f96aab23e71c98398e6c5dabf2ee2ded9f15d,77,38,28,41,0,6491238436734160.0,4265000000003575.0,2417923966911951.5,3519615749060709.0,0.5669223838006857,0.0,1.0,139.30609953703703,936.84
0x008faa257fd02ff7b9ed19e4bd16b2fc4f71a98f,1,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0090ca02bba03a52241bfb641cc575bd4990432c,2,0,0,0,0,2.2,0.0,0.0,0.0,0.0,0.0,0.02,5.574039351851852,504.0
0x0090ca7a7e7923d6b67319c268f3eef1b5bd5d3c,3,3,0,1,0,357142159905402.25,275.0,0.0,105.064141,0.0,0.0,0.07,69.62496527777778,389.0
0x0090fb1887c411fe826cba2832a004e5d9882284,1,0,0,0,0,6242740080.150504,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00913b0179ae1afaf4ec5a3c265611008560f63f,1,0,0,0,0,2000000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00916ef0f7c59f94a28ec2a332b95d4c089a8d48,3,2,0,0,0,9044000000000000.0,2522318688734308.0,0.0,0.0,0.0,0.0,0.05,86.4619212962963,410.0
0x00917065867c9cb16d75abfbfa76aa69bd92ab75,1,1,0,0,0,46900000000.0,5000000000.0,0.0,0.0,0.0,0.0,0.02,0.0,354.0
0x0091c05a50ef584f09c5c8b813a207198643788a,0,0,0,1,0,0.0,0.0,0.0,5.001972,0.0,0.0,0.01,0.0,402.0
0x0092a80c90069d5a243caa28fff0eddd5c03696d,1,1,0,0,1,1000000000000.0,0.5,0.0,0.0,0.0,0.9999990000010001,0.03,70.78864583333333,56.0
0x0092f6fe26d0c54f9e60326e8d93cf6770cdf494,10,5,5,7,0,5403152306564038.0,3369713852406691.0,3370363013645041.0,5349079772171946.0,1.0,0.0,0.27,3.2346875,903.0
0x009330f669003eada06b676b6e5cb77415471e7e,1,1,2,0,0,4500000000000.0,0.007891,0.007892,0.0,1.0,0.0,0.04,7.794386574074074,658.0
0x0093660a2f58c0c38ce2ce0f894c86f9011478ea,116,44,0,2,0,79399608226.68588,0.350245,0.0,15449608434.864931,0.0,0.0,1.0,73.79228009259259,777.24
0x00940bbff7ff7778b466fd26fe2932051885c1ce,2,0,0,2,0,2.456638,0.0,0.0,2.457669,0.0,0.0,0.04,6.440474537037037,608.0
0x0094cb1657ee9da34b93845aa142eaa59169ee05,118,51,45,31,0,6159953611587738.0,8318572806309272.0,2766922234399496.5,1484963225938782.2,0.3326198253985236,0.0,1.0,115.45318287037037,904.09
0x0094ccf467b9b767df3203796250014a7174a87d,2,2,0,0,0,2000000000000.0,500000000000.0,0.0,0.0,0.0,0.0,0.04,0.009097222222222222,374.67
0x0095afc96094160cea6a5e00b5858369f25f3d74,2,1,0,7,0,2118565007297.9011,120.0,0.0,59878612523847.32,0.0,0.0,0.1,87.69196759259259,520.0
0x0095d0862b889c5b8606962cb834a3634a8745b7,1,0,0,0,0,3455553000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0096e6df996e6cb590c5aaa40ce00dc449f9659c,1,0,0,0,0,1.108253,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x0096ecc56a1bb6c4dea4233dec48fb5f6d7375b4,2,0,0,2,0,20200.0,0.0,0.0,20200.00024,0.0,0.0,0.04,0.5551736111111111,608.0
0x0097f65bdc45149e5ffac00e4c51a5b073af7245,6,2,1,3,1,12565092582.149366,1.44,0.870004,10688350252.46876,0.6041690248826217,0.499999750000125,0.13,0.05331018518518518,615.23
0x00980decdab20f78ab79dc28171b68ce238ec327,2,0,0,2,0,20459.0,0.0,0.0,20459.000224,0.0,0.0,0.04,0.3665625,608.0
0x00983187e18f62a2ac1dcebd63f2e5f50394cc74,10,7,7,15,0,2420836930250351.5,5350.0,5007.239917,3455003491991749.5,0.9359326945914144,0.0,0.39,62.439108796296296,877.69
0x00988fe82c5550c2240c9874d55cbd100cd1a722,1,1,1,1,0,3888000000000000.0,455.0,455.0,3888000000000000.0,0.9999999978021978,0.0,0.04,0.0004166666666666667,708.0
0x0098b56dc561854ab6f8e0d6796137dc6d808b68,2,0,0,1,0,9000000000008000.0,0.0,0.0,8002.242294,0.0,0.0,0.03,3.566828703703704,506.0
0x0098bc1587f679bd2e678bbf64ccfea4a0d3b899,1,1,0,0,0,27500000000.0,5000000000.0,0.0,0.0,0.0,0.0,0.02,0.0,354.0
0x0098bf50fb96f428faf3e60e67c06eb1ee07e336,1,0,0,0,0,0.012675,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x009990e99b12f7ebcc594fb721fe56e4f88ac27e,2,1,1,1,0,973008250000283.9,283.828866,284.581321,283.836047,1.0,0.0,0.05,10.841921296296297,660.0
0x0099a7b429f7541cbda34d6aa8cd82181fbb8bb5,12,12,10,3,0,1.811400056400147e+16,2661931266623174.0,1000264609332577.9,13473138404097.059,0.37576650527174427,0.0,0.37,13.873078703703703,618.46
0x009ae9ce6f09789a764aaab19781864db4edbb16,1,0,0,1,0,9210.0,0.0,0.0,9210.0,0.0,0.0,0.02,0.0005787037037037037,504.0
0x009b05514d08da09a84f47de870af880bcd375a5,2,0,0,2,0,47000000000999.164,0.0,0.0,998328980677545.6,0.0,0.0,0.04,63.67729166666667,608.0
0x009b21f6f8273fe12dbc9c8025ca27db7de16b8c,71,38,32,46,0,684573255496733.8,524000000000371.0,524316001961260.25,1080076320244717.2,1.0,0.0,1.0,81.95028935185185,1000.0
0x009b56330ae5ec5042b9ca46ddb3043cc0d006f3,1,1,0,0,1,100000000000.0,100000000000000.0,0.0,0.0,0.0,0.9999990000010001,0.03,7.53849537037037,56.0
0x009ba176a4d59d90357e9ed631c3038dcfa7f18b,8,0,0,0,0,834387210641918.2,0.0,0.0,0.0,0.0,0.0,0.08,65.63603009259259,1000.0
0x009bd2e8e42fea1fab886ed083f5332eefa35b85,0,0,0,3,0,0.0,0.0,0.0,3340534.1447440004,0.0,0.0,0.03,13.198796296296296,406.0
0x009c52172355d5729543a64832249638822ff8c9,1,1,1,1,0,4885000000000000.0,1123000000000000.0,1123000000000000.0,4885000000000000.0,1.0,0.0,0.04,0.0017476851851851852,708.0
0x009c8da3408c57e8c4b6872fbbdf832dadf45c5e,3,1,8,10,0,120.752216,36.0,36.01499200000001,120.795009,1.0,0.0,0.22,5.339004629629629,1000.0
0x009d1b5cff376266cce5f3c471aecb61c09b676e,0,0,0,1,0,0.0,0.0,0.0,936764173316730.1,0.0,0.0,0.01,0.0,402.0
0x009d3342ac1246d0e95a7f6772e11ce9f07b2560,1,1,1,1,0,1000000000000000.0,264000000000000.0,264000000000000.0,999999940000000.0,1.0,0.0,0.04,0.00032407407407407406,708.0
0x009e7a5a378a128d9afdb80dd8aeaa04c30a67d0,1,0,0,0,0,6.305761,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x009e8675b19be214d3f620e90c5e0de7a13c3c5a,72,13,15,7,2,2.350828047156989e+18,5.500000000030037e+17,4.759827456866438e+17,1118051.428704,0.8654231739709897,0.15384614201183525,1.0,103.693125,1000.0
0x009f79b5d57ee262330848096916e6a7e2a28eca,1,0,0,0,0,1.130929,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x009fd1cb55a0af9a9a645b8140a7014b46e6abda,1,0,0,0,0,1.089764,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x009ff94a057c75f661e3e28f89b9b9d84e57fc67,165,56,16,15,0,5.198957770058398e+16,1000000000068470.0,1000642975855777.5,3964000000012988.0,1.0,0.0,1.0,96.94395833333333,1000.0
0x00a0847926a77692495774f1c71ba8abef99dd52,29,21,8,4,0,3.2076849337073363e+17,4.189819549087518e+17,1.0000816328997923e+17,2.4983401317384852e+16,0.2386932470916547,0.0,0.62,17.016909722222223,647.71
0x00a09297f06b3790a37cffb2de91a0fccf0d5bac,114,15,27,4,0,34126989383776.984,26000000000170.0,10000018447088.803,2569204778486.9375,0.38461609411628533,0.0,1.0,78.15913194444444,1000.0
0x00a258e6e7009cd9a677fef9c7496dd5ef59b518,2,0,0,0,0,4427133273.792371,0.0,0.0,0.0,0.0,0.0,0.02,5.926388888888889,504.0
0x00a290c589d754b5b33afd5fcfc35784bbe5e0fc,1,0,0,0,0,1.013333,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00a3141fe0c2f5b67338cf9da496d1b3a65969e3,2,1,0,0,0,110000000000.17,51000000000.0,0.0,0.0,0.0,0.0,0.03,0.000925925925925926,406.0
0x00a3d4e0134ff2046e9c9b83d3321625ba3da1bd,12,2,2,0,0,23726456374.619507,0.0007719999999999999,0.0007719999999999999,0.0,0.9987063389391979,0.0,0.16,17.685023148148147,998.41
0x00a4a60954be0edeb7f6f408ad6a0fd7c35b80b4,1,0,0,0,0,1.016124,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00a565efa59cd8bbe65785f1122f88ebc41a23e1,2,0,0,0,0,3937821991.975903,0.0,0.0,0.0,0.0,0.0,0.02,7.0046180555555555,504.0
0x00a67dc242df79dd7f6145ce38840581ae90c110,11,1,0,1,0,1.893622271275272e+16,505000000000000.0,0.0,1049.916361,0.0,0.0,0.13,80.40299768518518,876.0
0x00a72d7b5050e8fa50a471f2c9af1dc21eac4d36,8,5,3,2,0,3260718844522649.0,16861.425146999998,16866.417114999997,37955.032648,1.0,0.0,0.18,19.944884259259258,719.33
0x00a73c4e596bec4c4068a9152da71e45480b5450,2,2,0,0,0,1.679192,0.058288,0.0,0.0,0.0,0.0,0.04,22.235775462962962,374.67
0x00a8bec03805bcfaafab1050dbcf90f57982d750,69,33,25,26,0,6.80946193038529e+17,518399681870911.3,584290.8592630001,1360351.659317,1.1271049726618014e-09,0.0,1.0,120.31747685185185,776.47
0x00a8e50de90d41454813722ba73ab5d80bd01b10,1,0,0,0,0,9.8e-05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00a9481685d2cb1536bbe5188a898b38d36e34d8,1,1,1,1,0,2.1003e+16,2003.0,2003.0,2.1003e+16,0.9999999995007488,0.0,0.04,0.0016087962962962963,708.0
0x00a9e3a9a065bf942960f76a228239a3ce9bf755,1,0,0,0,0,1.1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00aab1b1a554f59b96a0de510837ba951ba375e0,1,1,0,0,0,3000000000000.0,1000000000000.0,0.0,0.0,0.0,0.0,0.02,0.0019212962962962964,354.0
0x00aac20f271c4731591cca07913e994d6f1075c0,289,89,176,79,0,1014583871236448.1,5091631747623080.0,1392786327477842.5,23071370454828.48,0.27354419889616627,0.0,1.0,103.0440162037037,1000.0
0x00ab84845d68063c1dcd2a5f2cead5f253b249a2,76,20,15,37,0,1271676527773265.5,605000000000990.0,991.4790629999999,248951413635260.03,1.6388083685923595e-12,0.0,1.0,137.92015046296297,952.91
0x00ac270072efbdc76d4bfcf9c7f84b0d5643f66a,0,0,0,1,0,0.0,0.0,0.0,18853599495274.89,0.0,0.0,0.01,0.0,402.0
0x00ac60244df04dfc07146f037d14f93320af57c9,37,111,29,26,0,1.1311623129009464e+16,5881325000009268.0,1500115258928037.8,51067.214876000005,0.255064166480457,0.0,1.0,62.29527777777778,609.94
0x00ad3d4cc099be937879451698c673cbd5c3cefc,2,1,0,0,0,755692250217.2766,10000000000.0,0.0,0.0,0.0,0.0,0.03,6.18099537037037,406.0
0x00ad3d8c4a73cea708e0a7d1b35440c1fcd821ca,2,0,0,0,0,1650000000.0,0.0,0.0,0.0,0.0,0.0,0.02,30.626863425925926,504.0
0x00ae040fa92f162d68b507e62e83939c6e07da43,1,0,0,0,0,10000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00ae8ac9639aa924a0f4db6b48663a56601b9fe7,1,0,0,0,0,90000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00af05a74080485086d370d9c65d246f0f906528,7,5,0,0,2,43835953230620.63,1324.799736,0.0,0.0,0.0,0.399999920000016,0.14,51.77866898148148,324.67
0x00af158367a6fcdb1a367f6d503e05799f340881,3,1,0,0,0,100000001.02081,10000000.0,0.0,0.0,0.0,0.0,0.04,27.871574074074076,458.0
0x00b16e6a156a7398ca39179f49c1245f4709188e,1,0,0,0,0,97300000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b1be054a8ebe834869496ce0f7bbfe233789dc,4,0,0,0,0,3242735669444.193,0.0,0.0,0.0,0.0,0.0,0.04,6.2940625,708.0
0x00b1c4f1978b650072cbde5a85440489bd03a13c,1,0,0,0,0,1.106522,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b294517a1f6e6e013fd78d4252c2aa8aa72836,1,0,0,0,0,9.8e-05,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b34033000b485119da0260bac0cd946faa6a1b,1,0,0,0,0,4676858157.786432,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b344e08d3b5fb6e6cd711affa9cf971c291c44,1,0,0,0,0,0.731659,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b43a92d45ccdfeef6ea98d56f775586fe9e39e,56,23,31,79,0,4068013942623963.5,857906974993345.2,860414478260249.0,8632707997799732.0,1.0,0.0,1.0,126.40082175925926,1000.0
0x00b44a26933a204f5559ab87e8998ab6617feec9,1,0,0,4,0,141438959302207.44,0.0,0.0,165635187132704.25,0.0,0.0,0.05,1.3371064814814815,510.0
0x00b44f149ddb22209db070da0bca4bb01a6e555c,83,60,18,26,0,6.252643047052572e+17,6.284270000000581e+17,1.795697662972362e+16,2.0947445178874108e+16,0.028574483002356613,0.0,1.0,56.267418981481484,674.64
0x00b46cfd36379436272a650c550f0652d0d59165,1,0,0,0,0,1.10848,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b49bd7e1a75f98a82ca101909994e52a90e990,2,1,2,3,0,98149731786714.78,78000000000000.0,78660000096554.11,98748267000000.0,1.0,0.0,0.08,67.99857638888889,816.0
0x00b591bc2b682a0b30dd72bac9406bfa13e5d3cd,49,33,16,15,1,1.0146014704421018e+18,2671594901270.2827,2673370734849.2593,2.743564566086464e+16,1.0,0.030303029384756687,1.0,138.57467592592593,884.79
0x00b5ae14450bfd084a00599b6875496aec543e39,1,0,0,0,0,1400000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b5ebd8c8561a28c1834fe08d7e607b73271328,25,11,6,8,0,52138.543218999985,44740.0,44772.799975,53086.300388999996,1.0,0.0,0.5,32.353298611111114,958.33
0x00b65668a962ee571a8f223abd696ab1bd3a391f,1,1,1,1,0,2.000002,0.1,0.1,2.000004,0.9999900000999989,0.0,0.04,0.008194444444444445,708.0
0x00b7af5a4aaafd2ae2721ac415de840dd84efc5a,14,6,3,6,0,273099904778411.2,107539691552690.06,180.16730199999998,593.447954,1.6753563209889377e-12,0.0,0.29,25.149895833333332,600.86
0x00b7bfce579307a1c113c1c4af6cde13a14fc683,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b81c25a5301a1dadfff40f33de25f001d3a096,1,0,0,0,0,1000000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b878d53e8816048eea4c74603932a1dec4daa9,1,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b879bfb781a1dc21d6a810fa377a0d2064426f,0,0,0,1,0,0.0,0.0,0.0,9854.010142,0.0,0.0,0.01,0.0,402.0
0x00b89bc301c399c1ba531689c71a09cb363753b1,1,0,0,0,0,0.012428,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b8bd07af4aa69f6d8ce7fe8777b2dcfe8c822c,1,0,0,0,0,1.10782,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00b8bfc0b407187392aa9fe56eaa7c17b5ebec48,42,37,15,15,0,1113080937242289.6,625980046375102.6,350514980586672.9,536088846141403.3,0.5599459321689556,0.0,1.0,32.08964120370371,810.15
0x00b8e23fe7ddea6791131decc5117023dc03cfb0,20,6,5,14,0,229418892581272.66,100000000000505.77,100031011964064.19,246963309160256.25,1.0,0.0,0.45,75.95038194444444,1000.0
0x00ba0f9e3b612bc7b6712964848f2b1d3e75bbac,2,0,0,0,0,2.2,0.0,0.0,0.0,0.0,0.0,0.02,4.812708333333333,504.0
0x00ba8ccbf0c1ce62834d72706fe3236387f5da35,4,2,3,4,0,5125028938523.672,6500.0,4003.104002,2564185750306.7905,0.615862154059098,0.0,0.13,48.84084490740741,732.54
0x00ba93361a625e008023f30b6d031d6423f99140,2,0,0,0,0,11.981189,0.0,0.0,0.0,0.0,0.0,0.02,5.080601851851852,504.0
0x00bb0532dd949fab848d72a951a1d6c2b197d935,3,0,0,0,0,4948102398.001726,0.0,0.0,0.0,0.0,0.0,0.03,3.9178819444444444,606.0
0x00bb6c783fce35b92e6cde0874abf2c580673753,1,0,0,0,0,111000000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00bb7c23500573ca6933778837c9dedd247e94d9,1,0,0,0,0,1.107763,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00bb88a8309759a7c9f0a5c8e3a9364e8f564a8d,4,3,1,2,0,0.037952,0.008937,0.008937,0.037951,0.9998881181472365,0.0,0.1,2.3148148148148147e-05,744.97
0x00bbcd7ea98da5f60ee393533aaa9edeb8573167,9,6,0,1,0,187000000000053.78,78900002175344.03,0.0,53.789619,0.0,0.0,0.16,1.931851851851852,460.57
0x00bbfa640a4bac8f3650373be8f4bd77f0472101,59,69,40,24,0,1.0034566168688842e+16,1.1909257930183224e+16,4785529695832742.0,5066258204390081.0,0.40183273583353457,0.0,1.0,82.80774305555556,772.28
0x00bbfa896cb54e2b1d3db2a7027368b43d344a21,1,0,0,0,0,28000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00bc82902a4fbfa08fc5da418f642209f7b10c0f,2,1,0,0,0,64212.564261,53510.0,0.0,0.0,0.0,0.0,0.03,0.016180555555555556,406.0
0x00bdc8be263d20bb3a83aaeadfef258dd409e2df,107,59,45,13,0,217021917141715.1,7.809600000027285e+16,7.810901938385315e+16,227490398359566.3,1.0,0.0,1.0,113.99223379629629,1000.0
0x00be57e4ec695d077e63c5eb84187a7e70169279,0,0,0,4,0,0.0,0.0,0.0,23869.147993,0.0,0.0,0.04,5.48775462962963,408.0
0x00bf2f290d3aef716cd8127acc153c273c23c538,46,14,12,31,0,1.7002478102764468e+16,102239.076151,63505.859915,3850777923906524.0,0.6211505649814864,0.0,1.0,140.11138888888888,1000.0
0x00bf6ec0064e1a733a0fcc6df071b2cf514ff0e8,6,3,4,5,0,444.658517,279.00001399999996,279.000707,444.659212,1.0,0.0,0.18,0.04736111111111111,886.0
0x00bf807dfb399cf973433599f2f23210ac54ca94,1,0,0,0,0,1.108732,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c26a3e7117cfe0e4afacff2a1be9e3d2384c6e,40,39,0,0,0,149140515882942.06,69292275443938.02,0.0,0.0,0.0,0.0,0.79,2.9647569444444444,558.0
0x00c2ac8857ea018a1cc23d529ec26f55d0bc1849,3,0,0,0,0,2.100781,0.0,0.0,0.0,0.0,0.0,0.03,10.96613425925926,606.0
0x00c2e5aa91c2b6927a4e8533482c8217b450a6a1,83,35,15,23,0,8.894097589852367e+18,7.003350000000002e+18,6.170975930888579e+18,7.85332084643407e+18,0.881146298683998,0.0,1.0,122.9185763888889,1000.0
0x00c31aa7aadc000a078b01e59d443b99fa64ef08,1,0,0,0,0,22500000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c33f577e35165e07dd9a43b2baf124163bac0a,4,1,0,0,0,970070789096051.5,200000000000000.0,0.0,0.0,0.0,0.0,0.05,34.544583333333335,510.0
0x00c3a5aceb3fe926a7a9772a6c4efd9f6beb7d73,1,1,1,1,0,46.821682,8229.629003,8230.685675,46.824778,1.0,0.0,0.04,1.7238888888888888,708.0
0x00c3a7a09fe2fed6f8c163202aea9cfad99874b3,52,22,7,21,1,5966116945712078.0,2869695733469427.0,400000000001555.06,1834275320305358.0,0.1393875996456112,0.045454543388429844,1.0,82.32069444444444,801.51
0x00c3af852e2ca04d993382b3664f62aa45ae731e,1,0,0,0,0,1.61154,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c4803aa7cdfe5ae5d325b79d5c3c384e4a8ae9,2,0,0,0,0,1.995657,0.0,0.0,0.0,0.0,0.0,0.02,5.918645833333334,504.0
0x00c4a3ac304984f216b8a8a0c182fae7984c83dc,9,5,6,9,0,151613919909222.8,65000000003515.0,65000044459594.734,114966887145849.62,1.0,0.0,0.29,29.769594907407406,883.83
0x00c4db45dda03de5bae5417530723fd7dd03da3f,1,0,0,0,0,1.04553,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c4fd7e8e4a9680b9db58640c76d4a17bd09ee4,1,0,0,0,0,3802091668.813061,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c5514615e9aeb9cf51f2e635b33743ae062dfe,9,4,2,2,0,352066992504480.06,247000000000000.0,247073222958527.84,352104527455596.2,1.0,0.0,0.17,6.511724537037037,854.0
0x00c5ed4823b1d2e496b75e53ddb2859aa70213a3,2,0,0,2,0,2180.229913,0.0,0.0,2180.88402,0.0,0.0,0.04,6.440185185185185,608.0
0x00c609bb7806a47616de8cad327215ca70d45896,1,0,0,0,0,280000000000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c644e774d7b1a3a95154113f86b9e25350a111,0,0,0,4,0,0.0,0.0,0.0,1.0610609488037518e+16,0.0,0.0,0.04,74.79037037037037,408.0
0x00c6483e4f527144bb65dd2a93913abeba4dc545,1,0,0,0,0,109200000000.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,402.0
0x00c67d9d6d3d13b42a87424e145826c467cccd84,15,13,7,36,0,5876335949480316.0,365407690953635.94,355798015560261.7,8.11569743626733e+16,0.9737014966261519,0.0,0.71,123.13010416666667,893.88
0x00c6bf08de7e3c560357b0b4e27da2fa6f8519eb,16,24,4,4,2,1710253574066399.2,1318093377338948.5,521492828163.2769,871938148875.6794,0.00039564179376737335,0.08333332986111125,0.5,32.48467592592593,455.13
0x00c6e2363b84d2e7820c6b38ca1b46f7e0714668,4,0,0,0,0,10000000001.132122,0.0,0.0,0.0,0.0,0.0,0.04,0.006574074074074074,708.0
0x00c7a23058e32effe114e99623b0df28861527d4,4,0,0,2,0,2160000000042860.8,0.0,0.0,42900.519583999994,0.0,0.0,0.06,24.187858796296297,712.0
